ma,ten,linhVuc,status,publishable,active_date,repeal_date,name_source,legacy_match,name_similarity,phi_dia_gioi,formalityId,decision_numbers,article_url,attachment_url,reason
1.002861,"Cấp, cấp lại Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Lào",ĐƯỜNG BỘ,official_city_decision_commune_reception,True,2026-09-03,,official_city_decision_pdf,False,,False,019d2bfe-2aa3-76c6-a679-3eabcf288d24,3508/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,
1.002877,"Cấp, cấp lại Giấy phép liên vận giữa Việt Nam, Lào và Campuchia",ĐƯỜNG BỘ,official_city_decision_commune_reception,True,2026-09-03,,official_city_decision_pdf,False,,False,019d2bfe-2abc-701d-ba41-05871a46a2dc,3508/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,
1.003583,Thủ tục đăng ký khai sinh lưu động,HỘ TỊCH,official_commune_evidence_no_later_repeal_in_snapshot,True,2025-12-07,,official_attachment_snippet,True,0.867,True,019d2bfd-66dc-714a-90a8-11942739ea86,,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/danh-muc-thu-tuc-hanh-chinh-thuc-hien-khong-phu-thuoc-vao-dia-gioi-hanh-chinh-trong-pham-vi-than-827521,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2025/12/phu-luc.signed-1-639007020695231661.pdf,
1.003596,Phê duyệt k ế hoạch khuyến nông địa phương (cấp xã) Nghị định số 268/2026/NĐ-CP,NÔNG NGHIỆP,repealed_official_evidence,False,,2026-08-20,official_attachment_snippet,True,0.775,False,,1646/QĐ-UBND; 3259/QĐ-BNNMT,https://vinhbao.haiphong.gov.vn/linh-vuc-nong-nghiep-va-moi-truong/quyet-dinh-cong-bo-danh-muc-thu-tuc-hanh-chinh-bi-bai-bo-linh-vuc-nong-nghiep-thuoc-pham-vi-chuc-951511,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/8/quyet-dinh-2026-cong-bo-dmtthc-bi-bai-bo-linh-vuc-nn-so-nnmt-ttr778-..signed639228154734203566.pdf,Bị bãi bỏ theo bằng chứng chính thức mới nhất trong snapshot
1.003622,Thông báo tổ chức lễ hội cấp xã,VĂN HÓA,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-c4cb-734d-bb80-29723a707c08,,https://cdn.haiphong.gov.vn/gov-hpg/6815/tintuc/2025/7/dm-tthc-chuan-hoa-so-van-hoa-tt-trang-2638883643696552431.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6815/tintuc/2025/7/dm-tthc-chuan-hoa-so-van-hoa-tt-trang-2638883643696552431.pdf,
1.003705,Công nhận chương trình đào tạo kiến thức pháp luật về bán hàng đa cấp,QUẢN LÝ BÁN HÀNG ĐA CẤP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-08,,dvcqg_name_by_code_verified,False,1.0,False,019d2bf7-ed52-70cb-9f41-32753554ef86,1298/QĐ-BCT,https://vinhbao.haiphong.gov.vn/linh-vuc-bao-ve-quyen-loi-nguoi-tieu-dung/danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-trong-linh-vuc-quan-ly-ban-hang-da-911878,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/qd-cong-bo-dm-tthc-theo-qd-1289-cua-bo-ct..signed639165256172474387.pdf,
1.003814,Kiểm tra nhà nước về an toàn thực phẩm nhập khẩu theo phương thức kiểm tra thông thường thuộc thẩm quyền quản lý của Bộ Nông nghiệp và Môi trường,NÔNG NGHIỆP VÀ MÔI TRƯỜNG,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-05-30,,official_attachment_snippet,False,,False,019d2bfa-2897-77dc-a097-44a2ea53fd09,1646/QĐ-UBND; 1858/QĐ-BNNMT; 1869/QĐ-BNNMT; 1877/QĐ-BNNMT; 1878/QĐ-BNNMT; 1883/QĐ-BNNMT; 1897/QĐ-BNNMT; 1908/QĐ-BNNMT; 1931/QĐ-BNNMT; 2198/QĐ-UBND; 2881/QĐ-UBND; 519/QĐ-UBND; 684/QĐ-UBND,https://vinhbao.haiphong.gov.vn/linh-vuc-nong-nghiep-va-moi-truong/danh-muc-thu-tuc-hanh-chinh-moi-ban-hanh-sua-doi-bo-sung-thay-the-bi-bai-bo-thuoc-pham-vi-chuc-n-911934,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/qd-2037-ngay-30.5.2026-ubnd-hp-cong-bo-dm-tthc-moi-sua-doi-thay-the-bai-bo-lvuc-kttv-khcn-dcks-cnty-ttbvtv-qlcl-639165286498031603.pdf,
1.003915,Thủ tục cấp Chứng chỉ hành nghề đấu giá,TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-25,,dvcqg_name_by_code_verified,False,1.0,False,019d2bfd-66ed-7278-a70a-2d6bcb6ba95c,1444/QĐ-BTP; 1458/QĐ-BTP,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/quyet-dinh-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-linh-vu-921702,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/quyet-dinh-so-2320-cong-bo-dm-tthc-sua-doi-bo-sung-va-bai-bo-thuoc-quan-ly-cua-so-tu-phap639178246917435630639180044385831717.pdf,
1.004191,"Thủ tục sửa đổi, bổ sung/cấp lại Giấy phép: kinh doanh tạm nhập, tái xuất; tạm nhập, tái xuất theo hình thức khác; tạm xuất, tái nhập; kinh doanh chuyển khẩu",XUẤT NHẬP KHẨU,official_city_decision_commune_reception,True,2026-09-08,,official_city_decision_pdf,False,,False,019d2bf7-f43c-7175-aa4c-bc5d8c48e39c,3584/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3584-qd-ubnd-ngay-08-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-961695,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3548-ct639245592166822661.pdf,
1.004746,Thủ tục đăng ký lại kết hôn,HỘ TỊCH,official_commune_evidence_no_later_repeal_in_snapshot,True,2025-12-07,,official_attachment_snippet,True,0.826,True,019d2bfd-6711-733d-b674-f82cb6606242,,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/danh-muc-thu-tuc-hanh-chinh-thuc-hien-khong-phu-thuoc-vao-dia-gioi-hanh-chinh-trong-pham-vi-than-827521,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2025/12/phu-luc.signed-1-639007020695231661.pdf,
1.004772,"Thủ tục đăng ký khai sinh cho người đã có hồ sơ, giấy tờ cá nhân",HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-6711-733d-b674-fc3d805e70c8,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.004837,Thủ tục đăng ký giám hộ,HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-671b-75fa-82fb-8ad05a37f638,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.004859,"Thủ tục thay đổi, cải chính, bổ sung thông tin hộ tịch, xác định lại dân tộc",HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-671e-714b-8fd6-8230c82f7867,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.004873,Thủ tục cấp Giấy xác nhận tình trạng hôn nhân,HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-6eb3-7019-bf3f-fc58c9ee44b9,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.004878,"Giải quyết việc nuôi con nuôi có yếu tố nước ngoài đối với trường hợp cha dượng, mẹ kế nhận con riêng của vợ hoặc chồng; cô, cậu, dì, chú, bác ruột nhận cháu làm con nuôi",TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2025-12-07,,dvcqg_name_by_code_verified,False,1.0,True,019d2bfd-6ead-70b8-a046-0ac594e78f99,,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/danh-muc-thu-tuc-hanh-chinh-thuc-hien-khong-phu-thuoc-vao-dia-gioi-hanh-chinh-trong-pham-vi-than-827521,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2025/12/phu-luc.signed-1-639007020695231661.pdf,
1.004884,Thủ tục đăng ký lại khai sinh,HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-6eac-7598-b88b-15f8a61b366a,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.004889,"Công nhận bằng tốt nghiệp trung học cơ sở, bằng t ốt nghiệp trung học phổ thông, giấy ch ứng nhận hoàn thành chương trình giáo d ục phổ thông do cơ sở giáo dục nước ngoài cấp để sử dụng tại","VĂN BẰNG, CHỨNG CHỈ",future_effective_official_decision,False,,,official_city_decision_pdf,False,,False,,3879/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-3879-qd-ubnd-ngay-20-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-da-968412,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3879-gd-van-bang-chung-chi639256030085386845.pdf,Quyết định có hiệu lực từ 2026-09-26
1.005461,Đăng ký lại khai tử,HỘ TỊCH,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfd-6ebc-709e-8678-a9f8b66738f2,,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6868/tintuc/2026/4/qd-658639112645712936429.pdf,
1.006780,"Cấp lại Giấy phép hoạt động đối với trạm, điểm sơ cấp cứu chữ thập đỏ do mất, rách, hỏng hoặc sai sót thông tin",KHÁM CHỮA BỆNH,official_city_decision_commune_reception,True,2026-09-11,,official_city_decision_pdf,False,,False,019d2bff-0656-73e8-84dc-be214b7bea55,3643/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3643-qd-ubnd-ngay-11-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-965145,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/3643_2026639250767815599938.pdf,
1.007916,Nộp ti ền tr ồng rừng thay thế,NÔNG NGHIỆP VÀ MÔI TRƯỜNG,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-01-10,,official_attachment_snippet,False,,False,019d2bfa-47ed-725f-9881-5cb6112be9e7,01/QĐ-BNNMT; 04/QĐ-BNNMT; 2168/QĐ-UBND; 2787/QĐ-UBND; 5891/QĐ-BNNMT,https://vinhbao.haiphong.gov.vn/linh-vuc-nong-nghiep-va-moi-truong/danh-muc-thu-tuc-hanh-chinh-moi-ban-hanh-sua-doi-bo-sung-bi-bai-bo-thuoc-pham-vi-chuc-nang-cua-s-843171,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/1/08.01-quyet-dinh-2026-cong-bo-dmtthc-so-nn-va-mt-ttr13-..signed639036307820508049.pdf,
1.008675,"Cấp giấy phép trao đổi, tặng cho mẫu vật của loài nguy cấp, quý, hiếm được ưu tiên bảo vệ",NÔNG NGHIỆP VÀ MÔI TRƯỜNG,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-01-10,,dvcqg_name_by_code_verified,False,1.0,False,019d2bfa-4fec-7318-8e0a-5e81442eb55d,01/QĐ-BNNMT; 04/QĐ-BNNMT; 2168/QĐ-UBND; 2787/QĐ-UBND; 5891/QĐ-BNNMT,https://vinhbao.haiphong.gov.vn/linh-vuc-nong-nghiep-va-moi-truong/danh-muc-thu-tuc-hanh-chinh-moi-ban-hanh-sua-doi-bo-sung-bi-bai-bo-thuoc-pham-vi-chuc-nang-cua-s-843171,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/1/08.01-quyet-dinh-2026-cong-bo-dmtthc-so-nn-va-mt-ttr13-..signed639036307820508049.pdf,
1.008725,"Chuyển đổi trường tiểu học tư thục, trường trung học cơ sở tư thục, trường phổ thông tư thục có nhiều cấp học có cấp học cao nhất là trung học cơ sở do nhà đầu tư trong nước đầu tư sang trường tiểu học tư thục, trường trung học cơ sở tư thục, trường phổ thông tư thục có nhiều cấp học có cấp học cao nhất là trung học cơ sở hoạt động không vì lợi nhuận",GIÁO DỤC VÀ ĐÀO TẠO,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-04-25,,dvcqg_name_by_code_verified,True,1.0,False,019d2bf8-b0a7-718d-8f7b-94d61cfa622b,,https://vinhbao.haiphong.gov.vn/linh-vuc-giao-duc-va-dao-tao-thuoc-he-thong-giao-duc-quoc-dan/danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-thay-the-bi-bai-bo-linh-vuc-giao-duc-mam-non-gi-891324,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/4/qd-cong-bo-danh-muc-tthc-thuoc-pham-vi-chuc-nang-quan-ly-cua-so-gd-dt..signed639129677063242252.pdf,
1.008925,Đăng ký tập sự hành nghề Thừa hành viên,TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-25,,official_attachment_snippet,False,,False,019d2bfd-767a-726b-b52f-ac28df238195,1444/QĐ-BTP; 1458/QĐ-BTP,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/quyet-dinh-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-linh-vu-921702,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/quyet-dinh-so-2320-cong-bo-dm-tthc-sua-doi-bo-sung-va-bai-bo-thuoc-quan-ly-cua-so-tu-phap639178246917435630639180044385831717.pdf,
1.008926,Thay đổi nơi tập sự hành nghề Thừa hành viên,TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-25,,official_attachment_snippet,False,,False,019d2bfd-7681-72c8-aa78-1cae07ba970d,1444/QĐ-BTP; 1458/QĐ-BTP,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/quyet-dinh-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-linh-vu-921702,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/quyet-dinh-so-2320-cong-bo-dm-tthc-sua-doi-bo-sung-va-bai-bo-thuoc-quan-ly-cua-so-tu-phap639178246917435630639180044385831717.pdf,
1.008927,Đăng ký hành nghề và cấp Thẻ Thừa hành viên,TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-25,,official_attachment_snippet,False,,False,019d2bfd-7681-7299-9638-dea78c659f18,1444/QĐ-BTP; 1458/QĐ-BTP,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/quyet-dinh-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-linh-vu-921702,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/quyet-dinh-so-2320-cong-bo-dm-tthc-sua-doi-bo-sung-va-bai-bo-thuoc-quan-ly-cua-so-tu-phap639178246917435630639180044385831717.pdf,
1.008928,Cấp lại Thẻ Thừa hành viên,TƯ PHÁP,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-06-25,,official_attachment_snippet,False,,False,019d2bfd-768f-72c8-b0c0-2a4a8469fef9,1444/QĐ-BTP; 1458/QĐ-BTP,https://vinhbao.haiphong.gov.vn/linh-vuc-tu-phap/quyet-dinh-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-va-bi-bai-bo-linh-vu-921702,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/6/quyet-dinh-so-2320-cong-bo-dm-tthc-sua-doi-bo-sung-va-bai-bo-thuoc-quan-ly-cua-so-tu-phap639178246917435630639180044385831717.pdf,
1.009374,Cấp giấy phép xuất bản bản tin (địa phương),BÁO CHÍ,official_city_decision_commune_reception,True,2026-09-04,,dvcqg_name_by_code_verified,False,,False,019d2bfd-e429-77dc-839b-6cd1c196064f,3523/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,
1.009386,Văn bản chấp thuận thay đổi nội dung ghi trong giấy phép xuất bản bản tin (địa phương),BÁO CHÍ,official_city_decision_commune_reception,True,2026-09-04,,dvcqg_name_by_code_verified,False,,False,019d2bfd-e43d-7457-b6ee-dabe91da41ec,3523/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,
1.009444,"Gia hạn hoạt động cảng, bến thủy nội địa Thông tư số 21/2026/TTBXD ngày 15/5/2026 của Bộ trưởng Bộ Xây dựng quy định về quản lý kết c ấu h ạ tầng đường thủy nội địa",HÀNG HẢI VÀ ĐƯỜNG THỦY NỘI ĐỊA,repealed_by_official_city_decision,False,,2026-09-20,official_city_decision_pdf,False,,False,,3878/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3878-qd-ubnd-ngay-20-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-968417,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3838-xd-hang-hai-duong-thuy639256032077834970.pdf,Bị bãi bỏ theo 3878/QĐ-UBND
1.009453,"Thỏa thuận thông số kỹ thuật xây dựng bến khách ngang sông, bến thủy nội địa phục vụ thi công công trình chính",HÀNG HẢI VÀ ĐƯỜNG THỦY,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-08-05,,official_city_decision_pdf,True,1.0,False,019d2bfe-6969-7309-beb8-559700c3087e,1136/QĐ-BXD,https://vinhbao.haiphong.gov.vn/linh-vuc-xay-dung-va-cong-thuong/quyet-dinh-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-thay-the-bi-bai-bo-thuoc-pha-945437,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/8/3095.quyet-dinh-2026-cong-bo-dmtthc-sua-doi-bo-sung-thay-the-bai-bo-so-xd-ttr252-..signed639217002722341280.pdf,
1.009454,Công bố hoạt động bến thủy nội địa,HÀNG HẢI VÀ ĐƯỜNG THỦY,official_commune_evidence_no_later_repeal_in_snapshot,True,2026-08-05,,legacy_match_needs_name_recheck,True,,False,019d2bfe-698f-702b-8d82-1bd9fb9d8c8f,1136/QĐ-BXD,https://vinhbao.haiphong.gov.vn/linh-vuc-xay-dung-va-cong-thuong/quyet-dinh-cong-bo-danh-muc-thu-tuc-hanh-chinh-duoc-sua-doi-bo-sung-thay-the-bi-bai-bo-thuoc-pha-945437,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/8/3095.quyet-dinh-2026-cong-bo-dmtthc-sua-doi-bo-sung-thay-the-bai-bo-so-xd-ttr252-..signed639217002722341280.pdf,
1.010702,"Cấp, cấp lại Giấy phép vận tải đường bộ quốc tế ASEAN",ĐƯỜNG BỘ,official_city_decision_commune_reception,True,2026-09-03,,official_city_decision_pdf,False,,False,019d2bfe-7931-709f-811a-339f46af92a8,3508/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,
1.010704,"Cấp, cấp lại Giấy phép liên vận ASEAN",ĐƯỜNG BỘ,official_city_decision_commune_reception,True,2026-09-03,,official_city_decision_pdf,False,,False,019d2bfe-7935-74de-b13c-0195ecae8a46,3508/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,
1.010707,Gia hạn thời gian lưu hành tại Việt Nam cho phương tiện của các nước thực hiện các Hiệp định khung ASEAN về vận tải đường bộ qua biên giới,ĐƯỜNG BỘ,official_city_decision_commune_reception,True,2026-09-03,,official_city_decision_pdf,False,,False,019d2bfe-7933-74eb-b7fe-b6bd1c4d27ce,3508/QĐ-UBND,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,
1.010803,Giải quyết chế độ trợ cấp thờ cúng liệt sĩ,NGƯỜI CÓ CÔNG,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,False,,False,019d2bfa-fc0c-7046-b5dc-04303a18608d,,https://cdn.haiphong.gov.vn/gov-hpg/6856/tintuc/2025/11/13.11.dmtthc.signed638989743120385193.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6856/tintuc/2025/11/13.11.dmtthc.signed638989743120385193.pdf,
1.010824,Hưởng trợ cấp khi người có công đang hưởng trợ cấp ưu đãi từ trần,NGƯỜI CÓ CÔNG,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,False,,False,019d2bfa-fc36-7611-9219-adb6dee5774f,,https://cdn.haiphong.gov.vn/gov-hpg/6856/tintuc/2025/11/13.11.dmtthc.signed638989743120385193.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6856/tintuc/2025/11/13.11.dmtthc.signed638989743120385193.pdf,
1.010833,Cấp giấy xác nhận thân nhân của người có công,NGƯỜI CÓ CÔNG,priority51_current_official_commune_evidence,True,2026-09-07,,priority51_official_legal_verification,True,,False,019d2bfb-03d5-700b-9bb5-d92070224137,,https://cdn.haiphong.gov.vn/gov-hpg/6823/tintuc/2026/4/danh_muc_tthc_bo_noi_vu639109961034637945.pdf,https://cdn.haiphong.gov.vn/gov-hpg/6823/tintuc/2026/4/danh_muc_tthc_bo_noi_vu639109961034637945.pdf,
1.011325,"Cấp, đi ều ch ỉnh, cấp lại Giấy phép nhập khẩu, xuất khẩu thuốc thú y, nguyên liệu làm thuốc thú y có ch ứa chất ma túy, tiền chất Điều 33 Ngh ị định số 163/2026/NĐ-CP ngày 15/5/2026 của Chính ph ủ quy định chi tiết và hướng dẫn thi hành một số điều",CHĂN NUÔI VÀ THÚ Y,repealed_by_official_city_decision,False,,2026-09-15,official_city_decision_pdf,False,,False,,3726/QĐ-UBND,https://vinhbao.haiphong.gov.vn/linh-vuc-nong-nghiep-va-moi-truong/quyet-dinh-so-3726-qd-ubnd-cua-ubnd-thanh-pho-ve-viec-cong-bo-danh-muc-thu-tuc-hanh-chinh-bi-bai-965890,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2026/9/quyet-dinh-2026-con-bo-dmttc-bi-bai-bo-lvuc-cnty-ttr888-..signed639251548749803396.pdf,Bị bãi bỏ theo 3726/QĐ-UBND
1.011441,"Đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất",ĐẤT ĐAI,official_commune_evidence_no_later_repeal_in_snapshot,True,2025-08-19,,official_attachment_snippet,False,,False,019d2bfd-7e5d-7318-a451-84198f210213,2003/QĐ-TTG; 2021/QĐ-TTG; 2025/QĐ-TTG; 1334/QĐ-BTP; 1478/QĐ-UBND; 1582/QĐ-UBND; 2021/QĐ-UBND; 2128/QĐ-BNNMT; 2304/QĐ-BNNMT; 34/QĐ-BTP; 6225/QĐ-BQP,https://vinhbao.haiphong.gov.vn/linh-vuc-dat-dai/cong-khai-thu-tuc-hanh-chinh-moi-ban-hanh-duoc-sua-doi-bo-sung-linh-vuc-lam-nghiep-kiem-lam-ung--773283,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2025/8/qd-3266-danh-muc-kem-theo638912181889816666.doc,
1.011442,"Đăng ký thay đổi biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất",ĐẤT ĐAI,official_commune_evidence_no_later_repeal_in_snapshot,True,2025-08-19,,official_attachment_snippet,False,,False,019d2bfd-7e5b-760d-9c8b-955bb35491f2,2003/QĐ-TTG; 2021/QĐ-TTG; 2025/QĐ-TTG; 1334/QĐ-BTP; 1478/QĐ-UBND; 1582/QĐ-UBND; 2021/QĐ-UBND; 2128/QĐ-BNNMT; 2304/QĐ-BNNMT; 34/QĐ-BTP; 6225/QĐ-BQP,https://vinhbao.haiphong.gov.vn/linh-vuc-dat-dai/cong-khai-thu-tuc-hanh-chinh-moi-ban-hanh-duoc-sua-doi-bo-sung-linh-vuc-lam-nghiep-kiem-lam-ung--773283,https://cdn.haiphong.gov.vn/gov-hpg/6874/tintuc/2025/8/qd-3266-danh-muc-kem-theo638912181889816666.doc,
