Ngày quyết định,Số quyết định,Mã TTHC,Tên thủ tục,Lĩnh vực,Loại thay đổi,Chi tiết thay đổi,Cấp/thẩm quyền,Ngày hiệu lực,Trạng thái canonical,URL bài công bố,URL file quyết định,SHA-256,Ghi chú nguồn
2026-09-03,3508/QĐ-UBND,1.010702,"Cấp, c ấp l ại Giấy phép v ận tải đư ờng b ộ quốc tế ASEAN",ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. 5 1.010702 Cấp, c ấp l ại Giấy phép v ận tải đư ờng b ộ quốc tế ASEAN 01 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ Không thực hi ện cắt giảm - Trung tâm Phục v ụ hành chính công thành phố - Trung tâm Phục v ụ hành"
2026-09-03,3508/QĐ-UBND,1.010704,"Cấp, c ấp l ại Giấy phép liên vận ASEAN",ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"định Sau khi cắt giảm 6 1.010704 Cấp, c ấp l ại Giấy phép liên vận ASEAN 01 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ Không thực hi ện cắt giảm - Trung tâm Phục v ụ hành chính công thành phố - Trung tâm Phục v ụ hành chính công c ấp"
2026-09-03,3508/QĐ-UBND,1.010707,Gia h ạn th ời gian lưu hành tại Việt Nam cho phương ti ện c ủa các nư ớc th ực hiện các Hi ệp định khung ASEAN v ề vận tải đường bộ qua biên giới,ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ, 7 1.010707 Gia h ạn th ời gian lưu hành tại Việt Nam cho phương ti ện c ủa các nư ớc th ực hiện các Hi ệp định khung ASEAN v ề vận tải đường bộ qua biên giới 01 ngày làm việc kể từ ngày nhận đủ hồ sơ hợp lệ Không thực hi ện cắt giảm"
2026-09-03,3508/QĐ-UBND,2.001034,"Cấp Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Trung Quốc loại A, B, C, E, F, G cho phương tiện của Việt Nam Nghị định số 218/2026/NĐ-CP ngày 19 tháng 6 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 158/2024/NĐ-CP ngày 18",ĐƯỜNG BỘ,repealed,Bãi bỏ,,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. Sở Xây dựng 2 2.001034 Cấp Giấy phép vận tải đường bộ quốc tế giữa Việt Nam và Trung Quốc loại A, B, C, E, F, G cho phương tiện của Việt Nam Nghị định số 218/2026/NĐ-CP ngày 19 tháng 6 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. Sở Xây dựng"
2026-09-03,3508/QĐ-UBND,2.002285,Đăng ký khai thác tuy ến v ận tải hành khách cố định,ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"định Sau khi cắt giảm 3 2.002285 Đăng ký khai thác tuy ến v ận tải hành khách cố định 03 ngày làm vi ệc kể từ ngày nhận đủ hồ sơ đúng theo quy định 2,5 ngày làm việc kể từ ngày nhận đủ hồ sơ đúng theo quy định"
2026-09-03,3508/QĐ-UBND,2.002286,"Cấp l ại Gi ấy phép kinh doanh vận t ải b ằng xe ô tô, b ằng xe bốn bánh có g ắn động cơ khi có sự thay đ ổi liên quan đ ến n ội dung c ủa Gi ấy phép kinh doanh hoặc Gi ấy phép kinh doanh b ị thu hồi",ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. 2 2.002286 Cấp l ại Gi ấy phép kinh doanh vận t ải b ằng xe ô tô, b ằng xe bốn bánh có g ắn động cơ khi có sự thay đ ổi liên quan đ ến n ội dung c ủa Gi ấy phép kinh doanh hoặc Gi ấy phép kinh doanh b ị thu hồi 04 ngày làm vi ệc kể từ ngày nhận đủ hồ sơ đúng"
2026-09-03,3508/QĐ-UBND,2.002287,"Cấp l ại Gi ấy phép kinh doanh v ận t ải bằng xe ô tô, b ằng xe b ốn bánh có g ắn động cơ trư ờng h ợp Gi ấy phép kinh doanh bị mất, bị hỏng Nghị định số 218/2026/NĐ-CP ngày 19 tháng 6 năm 2026 của Chính phủ sửa đổi, bổ sung một số",ĐƯỜNG BỘ,repealed,Bãi bỏ,,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"STT Mã TTHC Tên thủ tục hành chính Tên VBQPPL quy định nội dung bãi bỏ Cơ quan thực hiện 1 2.002287 Cấp l ại Gi ấy phép kinh doanh v ận t ải bằng xe ô tô, b ằng xe b ốn bánh có g ắn động cơ trư ờng h ợp Gi ấy phép kinh doanh bị mất, bị hỏng Nghị định số 218/2026/NĐ-CP ngày 19 tháng 6 năm 2026 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. Sở Xây dựng 2 2.001034 Cấp Giấy phép vận tải đườn"
2026-09-03,3508/QĐ-UBND,2.002288,"Cấp, cấp lại Phù hiệu cho xe ô tô, xe b ốn bánh có gắn đ ộng cơ kinh doanh v ận tải",ĐƯỜNG BỘ,modified,Sửa đổi/bổ sung,,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3508-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958460,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3508-xd639240506704881699.pdf,525444c6f7c5736bdb20bcd302536e4f5327eceeeae0a922588dd1cb6dad07a7,"số 158/2024/NĐ-CP ngày 18 tháng 12 năm 2024 c ủa Chính ph ủ quy định về hoạt động vận tải đường bộ. 4 2.002288 Cấp, cấp lại Phù hiệu cho xe ô tô, xe b ốn bánh có gắn đ ộng cơ kinh doanh v ận tải 02 ngày làm vi ệc kể từ ngày nhận đủ hồ sơ đúng theo quy định 01 ngày làm việc kể từ ngày nhận đủ hồ sơ đúng"
2026-09-03,3509/QĐ-UBND,1.000280,Công nhận trường tiểu học đạt Sở Giáo dục,GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối Sở Giáo dục và Đào tạo 2 1.000280 Công nhận trường tiểu học đạt Sở Giáo dục
2026-09-03,3509/QĐ-UBND,1.000288,Công nh ận trư ờng m ầm non đạt chuẩn Quốc gia Thông tư s ố 57/2026/TT-BGDĐT ngày 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối Sở Giáo dục và Đào tạo,GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,Sở Giáo dục và Đào tạo II LĨNH VỰC GIÁO DỤC VÀ ĐÀO TẠO THUỘC HỆ THỐNG GIÁO DỤC QUỐC DÂN 1 1.000288 Công nh ận trư ờng m ầm non đạt chuẩn Quốc gia Thông tư s ố 57/2026/TT-BGDĐT ngày 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối Sở Giáo dục và Đào tạo 2 1.000280 Công nhận trường tiểu học đạt Sở Giáo dục
2026-09-03,3509/QĐ-UBND,1.000691,Công nh ận trư ờng trung học đạt chuẩn Quốc gia Sở Giáo dục và Đào tạo,GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,đạt chu ẩn qu ốc gia đ ối v ới trư ờng m ầm non và trường phổ thông và Đào tạo 3 1.000691 Công nh ận trư ờng trung học đạt chuẩn Quốc gia Sở Giáo dục và Đào tạo
2026-09-03,3509/QĐ-UBND,1.000711,Cấp Chứng nhận trường trung học đ ạt ki ểm định ch ất lư ợng giáo dục Sở Giáo dục và Đào tạo II LĨNH VỰC GIÁO DỤC VÀ ĐÀO TẠO THUỘC HỆ THỐNG GIÁO DỤC QUỐC DÂN,GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,giáo dục Sở Giáo dục và Đào tạo 3 1.000711 Cấp Chứng nhận trường trung học đ ạt ki ểm định ch ất lư ợng giáo dục Sở Giáo dục và Đào tạo II LĨNH VỰC GIÁO DỤC VÀ ĐÀO TẠO THUỘC HỆ THỐNG GIÁO DỤC QUỐC DÂN 1 1.000288 Công nh ận trư ờng m ầm non đạt chuẩn Quốc gia Thông tư s ố 57/2026/TT-BGDĐT ngày 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối Sở Giáo dục và Đào tạo 2 1.000280 Công nhận trường tiểu học đạt Sở Giáo dục
2026-09-03,3509/QĐ-UBND,1.000713,Cấp Ch ứng nh ận trư ờng ti ểu học đ ạt ki ểm định ch ất lư ợng giáo dục Sở Giáo dục và Đào tạo,GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,trường phổ thông Sở Giáo dục và Đào tạo 2 1.000713 Cấp Ch ứng nh ận trư ờng ti ểu học đ ạt ki ểm định ch ất lư ợng giáo dục Sở Giáo dục và Đào tạo 3 1.000711 Cấp Chứng nhận trường trung học đ ạt ki ểm định ch ất lư ợng giáo dục Sở Giáo dục và Đào tạo II LĨNH VỰC GIÁO DỤC VÀ ĐÀO TẠO THUỘC HỆ THỐNG GIÁO DỤC QUỐC DÂN 1 1.000288 Công nh ận trư ờng m ầm non đạt chuẩn Quốc gia Thông tư s ố 57/2026/TT-BGDĐT ngày 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d 
2026-09-03,3509/QĐ-UBND,1.000715,"Cấp Chứng nhận trường mầm non đ ạt ki ểm định chất lượng giáo dục Thông tư s ố 57/2026/TT-BGDĐT ngà y 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối với cơ s ở giáo dục mầm non, cơ s ở giáo dục phổ",GIÁO DỤC VÀ ĐÀO TẠO,repealed,Bãi bỏ,province,,repealed,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3509-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-958459,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3509-gd639240505714779683.pdf,67f6ee5365fd6d824b5f6a575d88e3e048f2571c07d8468d72c1ce4a923bde75,"Cơ quan thực hiện I LĨNH VỰC KIỂM ĐỊNH CHẤT LƯỢNG GIÁO DỤC 1 1.000715 Cấp Chứng nhận trường mầm non đ ạt ki ểm định chất lượng giáo dục Thông tư s ố 57/2026/TT-BGDĐT ngà y 07/07/2026 c ủa B ộ trưởng B ộ Giáo d ục và Đào tạo quy đ ịnh về bảo đảm chất lượng giáo d ục đối với cơ s ở giáo dục mầm non, cơ s ở giáo dục phổ thông, cơ s ở giáo d ục thư ờng xuyên; công nh ận đạt chu ẩn qu ốc gia đ ối v ới trư ờng m ầm non và trường phổ thông Sở Giáo dục và Đào tạo 2 1.000713 Cấp Ch ứng nh ận trư ờng ti ể"
2026-09-03,3517/QĐ-UBND,3.000242,Cấp văn bản đồng ý cho phép sử dụng thẻ ABTC tại địa phương - Đối với doanh nhân quy định,"XUẤT CẢNH, NHẬP CẢNH",reduced,Có bằng chứng trong phụ lục về nội dung sau cắt giảm,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3517-qd-ubnd-ngay-03-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959309,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3517-ct639241368528261775.pdf,742e75c024eaebec8794e4d24ac3149ac2c359571a6cfe075751d7248a5c557d,"Theo quy định Sau cắt giảm THỦ TỤC HÀNH CHÍNH CẤP TỈNH (01 TTHC) LĨNH VỰC XUẤT CẢNH, NHẬP CẢNH 1 3.000242 Cấp văn bản đồng ý cho phép sử dụng thẻ ABTC tại địa phương - Đối với doanh nhân quy định tại điểm d khoản 1 Điều 9 Quyết định số 28/2026/QĐ - TTg: 08 ngày làm việc kể từ ngày nhận được hồ sơ hợp lệ; - Đối với doanh nhân quy định tại điểm d, điểm đ khoản 2 Điều 9 Quyết định số 28/2026/QĐ-TTg: 22 ngày làm việc kể từ ngày nhận được hồ sơ hợp lệ. Trường hợp phát sinh phải xác minh nhiều nơi"
2026-09-04,3523/QĐ-UBND,1.009374,Thủ tục c ấp gi ấy phép xuất bản bản tin,BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 7 1.009374 Thủ tục c ấp gi ấy phép xuất bản bản tin 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức - Trung tâm phục vụ HCC thành phố - Trung tâm phục"
2026-09-04,3523/QĐ-UBND,1.009386,Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản bản tin,BÁO CHÍ,replaced,Thay thế/được thay thế,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,cắt giảm THỦ TỤC HÀNH CHÍNH CẤP TỈNH (01 TTHC) LĨNH VỰC BÁO CHÍ 8 1.009386 Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản bản tin 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức - Trung tâm phục
2026-09-04,3523/QĐ-UBND,1.013781,"Thủ tục Thủ tục chấp thu ận thay đổi nội dung ghi trong gi ấy phép hoạt đ ộng báo chí đ ối v ới cơ quan báo chí của địa phương Thủ tục ch ấp thuận thay đ ổi nội dung ghi trong giấy phép hoạt đ ộng báo chí in, gi ấy phép ho ạt đ ộng",BÁO CHÍ,replaced,Thay thế/được thay thế,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"quy định Sau cắt giảm 1 1.013781 Thủ tục Thủ tục chấp thu ận thay đổi nội dung ghi trong gi ấy phép hoạt đ ộng báo chí đ ối v ới cơ quan báo chí của địa phương Thủ tục ch ấp thuận thay đ ổi nội dung ghi trong giấy phép hoạt đ ộng báo chí in, gi ấy phép ho ạt đ ộng báo chí đi ện t ử đối với cơ quan"
2026-09-04,3523/QĐ-UBND,1.013782,Thủ tục cấp gi ấy phép xu ất b ản thêm ấn phẩm báo chí đ ối với cơ quan báo chí của địa phương,BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,cắt giảm THỦ TỤC HÀNH CHÍNH CẤP TỈNH (9 TTHC) LĨNH VỰC BÁO CHÍ 1 1.013782 Thủ tục cấp gi ấy phép xu ất b ản thêm ấn phẩm báo chí đ ối với cơ quan báo chí của địa phương 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức
2026-09-04,3523/QĐ-UBND,1.013784,Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản thêm ấn ph ẩm báo chí đ ối v ới cơ quan báo chí c ủa địa phương,BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 2 1.013784 Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản thêm ấn ph ẩm báo chí đ ối v ới cơ quan báo chí c ủa địa phương 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp"
2026-09-04,3523/QĐ-UBND,1.013785,Thủ tục c ấp gi ấy phép xu ất b ản ph ụ trương đ ối v ới cơ quan báo chí c ủa địa phương,BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 3 1.013785 Thủ tục c ấp gi ấy phép xu ất b ản ph ụ trương đ ối v ới cơ quan báo chí c ủa địa phương 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức"
2026-09-04,3523/QĐ-UBND,1.013788,"Thủ tục c ấp gi ấy phép xu ất b ản đ ặc san đối với cơ quan, tổ chức, doanh nghiệp c ủa đ ịa phương",BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 5 1.013788 Thủ tục c ấp gi ấy phép xu ất b ản đ ặc san đối với cơ quan, tổ chức, doanh nghiệp c ủa đ ịa phương 7 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính"
2026-09-04,3523/QĐ-UBND,1.013789,"Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản đ ặc san đ ối v ới cơ quan, t ổ chức, doanh nghiệp của địa phương",BÁO CHÍ,modified,Sửa đổi/bổ sung,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 6 1.013789 Thủ tục ch ấp thu ận thay đổi nội dung ghi trong giấy phép xuất bản đ ặc san đ ối v ới cơ quan, t ổ chức, doanh nghiệp của địa phương 5 ngày làm việc kể ngày h ồ sơ được ti ếp nhận chính thức 3,5 ngày làm việc kể ngày h ồ sơ được ti ếp"
2026-09-04,3523/QĐ-UBND,1.013790,Thủ tục đăng ký danh m ục báo chí nhập khẩu,BÁO CHÍ,replaced,Thay thế/được thay thế,province,,current,https://namsach.haiphong.gov.vn/cong-khai-danh-muc-thu-tuc-hanh-chinh/cong-khai-quyet-dinh-so-3523-qd-ubnd-ngay-04-9-2026-cua-ubnd-thanh-pho-hai-phong-ve-viec-cong-bo-959292,https://cdn.haiphong.gov.vn/gov-hpg/6833/tintuc/2026/9/qd-3523-vh639241356960920960.pdf,2827948654cfd3ce324919fc074c7ada05ac0c830eae3965ee6c9c65f62ed664,"BVHTTDL ngày 30 tháng 6 năm 2026 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch 9 1.013790 Thủ tục đăng ký danh m ục báo chí nhập khẩu 7 ngày làm việc kể từ ngày nh ận đủ hồ sơ hợp lệ 7 ngày làm việc kể từ ngày nh ận đủ hồ sơ hợp lệ - Trung tâm phục vụ HCC thành phố - Trung tâm phục"
